1562077417647	781
1562077422654	780
1562077426908	779
1562077430365	778
1562077434367	777
1562077438357	782
1562085535336	765
1562085537265	784
1562259611862	794
1562636608029	811
1562636611495	810
1562636615302	808
1562636618241	809
1562690518774	806
1562714712726	730
1563203975367	336
1563204001239	373
1563204004158	455
1563204009191	451
1563204013890	453
1563204016901	372
1563204020135	454
1563204023066	450
1563204027755	452
1563294915457	785
1563313356181	802
1563392779611	816
1564009693239	822
1564088314394	576
1564089156386	542
1564089484922	662
1564090095581	483
1564424520101	501
1564599361852	793
