1556738549344	517
1556738557793	518
1556738907122	692
1556738975563	713
1556739006175	714
1557163354714	761
1557163367054	760
1557330003566	740
1557330035299	731
1557330037153	741
1557330038981	744
1557330039268	736
1557330040815	737
1557330040971	743
1557330042843	742
1557330044764	738
1557330046582	739
1557420497843	764
1557524878275	758
1557524885907	757
1557850231380	770
1557855536551	729
1558361819034	772
1558361821990	776
1558361825313	775
1558456375955	733
1558468586414	763
1558646531108	532
1558737490998	773
