1737735850405	1080
1737735850408	918
1737735850410	1266
1737735850412	1197
1737735850414	1392
1737735850417	1209
1737735850419	1072
1737735850421	786
1737735850423	917
1737735850425	1147
1737735850428	690
1737735850430	1014
1737735850432	661
1737735850434	767
1737735850437	721
1737735850439	1161
1737735850442	875
1737735850444	839
1737735850446	689
1737735850448	259
1737735850451	691
1737735850453	1346
1737735850455	1345
1737735850457	1316
1737735850459	1343
1737735850462	1246
1737735850464	1208
1737735850466	1207
