1680554800752	1278
1680554813783	1279
1680554825772	1280
1680554834583	1281
1680554847213	1282
1680554856030	1283
1680554863563	1284
1680554870107	1285
1680554877259	1286
1680554883967	1287
1680554890382	1288
1680554896943	1289
1680554904159	1290
1680554910485	1291
1680554929519	1292
1680554936280	1293
1680554942237	1294
1680554949112	1295
1680554959304	1296
1680554966560	1297
1680554984704	1298
1680554993601	1299
1680554999465	1300
1680555006274	1301
1681250766840	1307
1681250775278	1306
1681250781450	1305
1681250792487	1303
1681250801681	1302
1681251412022	1304
1682022186733	1269
1682031259673	1315
1682031328972	1314
1682031343143	1313
1682031365120	1312
1682031380339	1311
1682031396265	1310
